Date,Action,Shares,Balance,Profit,Initial Balance,Final Balance,Total Profit,Percentage Change,Number of Trades,Buy Signals,Sell Signals
2023-12-21 00:00:00,Buy,259.0736198741572,6188.160524710202,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2023-12-22 00:00:00,Sell,0.0,6288.267289453989,0.10686474378758248,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-05 00:00:00,Buy,336.69323405828794,6188.3672894539895,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-08 00:00:00,Sell,0.0,6292.97786006006,4.610670606070883,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-10 00:00:00,Buy,324.30981514179626,6193.077860060061,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-12 00:00:00,Sell,0.0,6308.156655372986,15.078895312925283,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-19 00:00:00,Buy,336.0320663903767,6208.256655372987,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-22 00:00:00,Sell,0.0,6313.112462241273,4.855906868286382,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-26 00:00:00,Buy,321.5797393874674,6213.212462241273,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-29 00:00:00,Sell,0.0,6319.7991664169385,6.586804175665421,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-01-30 00:00:00,Buy,307.369381575959,6219.899166416939,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-01 00:00:00,Sell,0.0,6337.388417480446,17.489351063507442,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-05 00:00:00,Buy,335.7069559330217,6237.4884174804465,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-07 00:00:00,Sell,0.0,6347.755189719054,10.266872238608016,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-09 00:00:00,Buy,327.07667337897817,6247.855189719055,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-12 00:00:00,Sell,0.0,6349.332764813698,1.477675094643871,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-13 00:00:00,Buy,380.49248179138374,6249.432764813699,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-15 00:00:00,Sell,0.0,6361.390558550086,11.95789373638766,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-16 00:00:00,Buy,362.81342665819886,6261.4905585500865,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-20 00:00:00,Sell,0.0,6364.108425778521,2.6179672284350772,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-02-28 00:00:00,Buy,357.0716054928129,6264.208425778522,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-01 00:00:00,Sell,0.0,6375.95580037426,11.747474595739064,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-04 00:00:00,Buy,327.8997151911159,6276.055800374261,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-08 00:00:00,Sell,0.0,6391.086566309154,15.030865934892773,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-14 00:00:00,Buy,339.6863808294325,6291.186566309154,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-15 00:00:00,Sell,0.0,6388.774517215886,-2.411949093268447,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-18 00:00:00,Buy,351.1324428292653,6288.874517215886,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-22 00:00:00,Sell,0.0,6405.323788694672,16.449371478785523,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-26 00:00:00,Buy,358.9389465310013,6305.423788694672,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-03-27 00:00:00,Sell,0.0,6410.12401902897,4.700330334297746,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-02 00:00:00,Buy,394.6403194540761,6310.22401902897,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-05 00:00:00,Sell,0.0,6407.038336760484,-3.1855822684865274,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-08 00:00:00,Buy,425.3802528312576,6307.138336760484,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-09 00:00:00,Sell,0.0,6413.604868695082,6.4666319345979275,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-10 00:00:00,Buy,523.2677710560145,6313.704868695082,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-12 00:00:00,Sell,0.0,6421.8695230786825,8.164754383600368,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-16 00:00:00,Buy,597.5449231613621,6321.969523078683,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-17 00:00:00,Sell,0.0,6436.487434800155,14.518011721471737,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-18 00:00:00,Buy,564.1092941702118,6336.587434800155,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-23 00:00:00,Sell,0.0,6448.724887919676,12.137553119520675,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-04-25 00:00:00,Buy,594.0764293961366,6348.824887919676,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-07 00:00:00,Sell,0.0,6500.348166308315,51.52337838863825,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-08 00:00:00,Buy,402.92181089713597,6400.448166308315,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-09 00:00:00,Sell,0.0,6503.728410964203,3.2803446558877596,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-10 00:00:00,Buy,406.55135404997344,6403.828410964204,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-15 00:00:00,Sell,0.0,6523.620235139841,19.791924175636964,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-23 00:00:00,Buy,393.24587449157474,6423.720235139841,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-24 00:00:00,Sell,0.0,6526.680507074762,2.9603719349215964,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
2024-05-28 00:00:00,Buy,411.9871704663245,6426.780507074763,,1000,6556.790031282429,5556.790031282429,555.6790031282428,247,124,123
